B3ABDDE6|7th Saga, The (U)|10000005|0|0|0|0|0|8E3A=EAEA,D27D=EAEA,3F263=EAEA,3F294=EAEA,3F2C9=EAEA,3F2EB=EAEA,44393=EAEA,FCA4=DB
68D7819A|7thsaga|5|C00|0|0|0|C
EAC3358D|Act Raiser|4|0|0|0|0|A|3248=EAEA,1367C=EAEA,12868=EAEA,9296=421B,422=421B,1B017=421A
2E8034AB|Addams Family (U)|0|0|0|0|0|0|14E9=EAEA,7870=EAEA,789D=EAEA
153A00A7|Addams Family - Pugsley's Scave|0|0|0|0|0|0|FE7E5=EAEA,FE810=EAEA,FE71D=EAEA,217B=EAEA
CFAB3BBA|Adventures of Dr Franken (U)|0|0|0|0|0|0|53D7=EAEA
1664AE48|Adventures of Kid Kleets (U)|0|0|0|0|0|0|7B74=EAEA,50DA6=EAEA,51A9C=EAEA,51AD6=EAEA,51AE5=EAEA,51B1B=EAEA,51B4D=EAEA,51B6D=EAEA,51B7E=EAEA
DC8F5734|Adventures of Rocky & Bullwinkl|0|0|0|0|0|0|F756F=EAEA
919F23CB|Aero the Acro-Bat (U)|0|0|0|0|0|0|E1C87=EAEA,E1CAC=EAEA
8C05ED51|Aero the Acro-Bat 2 (U)|0|0|0|0|0|0|1F9B44=EAEA,1F9B69=EAEA
54302A46|Aerobiz (U)|4|0|0|0|0|0|14EB=EAEA
EEF47B5E|Akazukin Cha Cha (J)|5|0|0|0|0|0|160104=EAEA,160132=EAEA,160201=EAEA,2811=DB,2B15=42D8,2F7A=42D8,19AF5=42DC,166D0B=423E
0AA75FA8|Akumajo Dracula XX|0|0|0|0|0|0|CA=4284,2B02=EAEA,29A2=EAEA
124D8E4D|Aladdin|0|0|7E08EA|0|1E|5|BC89=DBE2
98E2AC15|Alien 3 (U)|0|0|0|0|0|0|F80A1=EAEA,F814E=EAEA,F8123=EAEA,F8166=EAEA,F80A6=EAEA,F81A8=EAEA,A5E5=42FB,A629=42F8,BAD8=42DB
A31D1F58|Alien Vs. Predator (E) [!]|2|0|0|0|0|0|60626=EAEA,6062E=EAEA,6063F=EAEA,60644=EAEA,60653=EAEA,3FCE=421B,3FDC=421B
1803CF20|Alien Vs. Predator (U)|0|0|0|0|0|0|60626=EAEA,6062E=EAEA,6063F=EAEA,60644=EAEA,60653=EAEA,3FCE=421B,3FDC=421B
2D5876FF|Aliens Vs Predator (J)|0|0|0|0|0|0|60426=EAEA,6042E=EAEA,6043F=EAEA,60444=EAEA,60453=EAEA,4245=421B,4253=421B
EBEFBDE2|All-American Championship Footb|2|0|0|0|0|0|825=DB,16C9=DB69,2DF7=4282,4015=4215,40A9=DB,4173=4210,4260=DB,37580=EAEA,375F0=EAEA,3760B=EAEA,37627=EAEA,37691=EAEA,3769C=EAEA,376A1=EAEA,376CC=EAEA,376D2=EAEA,3787D=EAEA,37883=EAEA,37898=EAEA,378A3=EAEA,378B0=EAEA,378BD=EAEA,378CC=EAEA,37C48=EAEA,37C4E=EAEA,37C63=EAEA,37C8A=EAEA
EEA38AED|An American Tale - Fievel Goes |1|0|0|0|0|0|F236=EAEA
CF0F14D2|Animaniacs|0|0|0|0|0|0|364C=EAEA,34EE=EAEA,139=4284,570=EAEA
83B40AF2|Another World (E)|10000002|0|0|0|0|0|658D=EAEA,65A0=EAEA,65B7=EAEA,65CC=EAEA,65D4=EAEA,65E1=EAEA,65E6=EAEA,65FB=EAEA,6605=EAEA,6617=EAEA,662A=EAEA,66B5=EAEA,66C5=EAEA,1D997=4251,234C9=DB6D
E1CCCE49|Archer MacLean's Dropzone (E) [|2|0|0|0|0|0|F840C=EAEA
51A5F489|Ardy Lightfoot (U)|0|0|0|0|0|0|D008F=EAEA,D04A7=EAEA,7D6A=EAEA
B50503A0|Arkanoid - Doh it Again (U)|0|0|0|0|0|0|100F0=EAEA
EF85860E|Asterix & Obelix (E) [f1]|10000002|0|0|0|0|32|1803A=EAEA,1804A=EAEA,1B8AE=42FA
5DDEDC28|Asterix (E) [!]|2|0|0|0|0|0|B42B=EAEA,7D5B=EAEA,7D9B=EAEA,A4C=42DB
1B83C440|Bahamut Lagoon (J)|5|0|0|0|0|3007|3007E=EAEA,1A0072=42FA,1580B4=42FC,1A67FB=EAEAEAEA
726B6C5A|Barkley Shut Up and Jam (U)|0|0|0|0|0|0|163B3=EAEA,163D7=EAEA,14D40=EAEA,14C8E=EAEA
C5058634|Bass Masters Classic Pro Editio|0|0|0|0|0|0|8CE7=EAEA,8D13=EAEA,8EE4=EAEA,8F12=EAEA,8C09=EAEA
7DC5B7B3|Bassins' Black Bass Fishing wit|4|0|0|0|0|0|13AF=EAEA,13BB=EAEA,13BF=EAEA
E87DFDF6|Batman Returns|0|0|32C|0|1E|0|10D=653A85984280
99A1F158|Battle Dodgeball - Tokyu Gekito|4|0|0|0|0|0|8B3=DBC4
43D3F2B2|Battle Dodgeball 2 (J)|1|0|0|0|0|0|713=42DC
190FF436|Battle Grand Prix (U)|0|0|0|0|0|0|1AAB9=EAEA
956E183C|Beauty and the Beast (U)|0|0|0|0|0|0|3A622=EAEA,3A59F=EAEA,3A5BC=EAEA,C0052=42FB
15CF4BD5|Beavis and Butthead (US)|0|0|0|0|0|0|52BF=EAEA,5456=EAEA
BDA2E412|Bebe's Kids (U)|0|0|0|0|0|0|5D07=42
4E8B2ECB|Biker Mice From Mars (U)|0|0|0|0|0|0|185B=EAEA,16FC=EAEA
53D8410E|Bio Metal|0|0|0|0|0|0|231=42
4229F61D|Bishoujo Sailor Moon R (trans)|1|0|0|0|0|0|CF3A=019C,FF92=019C,CBF6=42FC,D468=DB0B
31092C4D|Bisyoujyo Senshi Sailor Moon -|5|0|0|0|0|0|131E18=EAEA,1E0093=EAEA,1E00C5=EAEA,1E00DD=EAEA,1E00E9=EAEA,1E00EE=EAEA,1E00FF=EAEA,1E0104=EAEA,1E0137=EAEA,1E0229=EAEA,1E02EA=EAEA,1E030A=EAEA,1E0343=EAEA,1E07BE=EAEA,1F8D37=EAEA,23E0E2=EAEA,2C687D=EAEA,8B34=42D9,8C90=4280,1FB467=42,213B48=4210,213F3F=423C,215EB4=DB,24A71E=DB,24EF2C=DBF0,288EC7=42D9
AD2EFFC3|Blaze On (J)|0|0|7E1100|0|1E|0|4A0=DB
3B01D0A3|Blazeon (U)|0|0|0|0|0|5|4A0=42FC
82B97464|Blues Brothers, The (U)|0|40000|0|0|0|0|3F0=EAEA,41E=EAEA,349=42FA
597AA981|Bonkers|0|0|7E0406|0|1E|0|FED=42
1899AAFF|Boogerman - A Pick and Flick Ad|1|0|0|0|0|0|67=42DB,26A0=42F9,37C8=421A,28=42DB
F3DDF35F|Bounty Sword (J)|5|0|0|0|0|0|2F31B=EAEA,2F506=EAEA,82D8=42,830D=42D8,8489=DB
718CB0DF|Brainies, The (U)|0|0|0|0|0|0|3065=EAEA,3080=EAEA
5CECE690|Bram Stoker's Dracula (U)|0|0|0|0|0|0|F8099=EAEA,F8146=EAEA,F811B=EAEA,F815E=EAEA,F809E=EAEA
74F70A0B|Brandish (U)|5|0|0|0|0|0|140555=EAEA,14071A=EAEA,140742=EAEA,140819=EAEA,140E74=EAEA,140E90=EAEA,140EA8=EAEA,14C11D=EAEA,815E=42,8175=42D8,817D=42,81C4=42,81D2=42D8,81DA=42,8210=DB,854E=42B9,152737=DB,152B1E=421F
BB89E67E|Brandish 2 - The Planet Buster|5|0|0|0|0|0|1BF89C=EAEA,290631=EAEA,290CBC=EAEA,290CD8=EAEA,2C8E1F=EAEA
E822065C|Brawl Brothers (U)|0|0|0|0|0|0|56D8=EAEA,5707=EAEA,5716=EAEA,51FF=EAEA,29462=EAEA,2E5C5=EAEA
C788B696|Breath of Fire (U)|1320004|0|0|0|0|0|32E=421B,9AB=42D9,A6957=42D9
67CDACC5|Breath of Fire II (U)|5|0|0|0|0|0|FAF=421B,5E0D=42D7
8FE49F80|Brutal - Paws of Fury (U)|0|0|0|0|0|0|F84DC=EAEA,F8275=EAEA,6DF4=42
267A5348|BS Super Famicom Wars (V1|2|0|0|0|0|0|B0D=EAEA,B18=EAEA,B46=EAEA,B51=EAEA,BB1=EAEA,BBC=EAEA,BC1=EAEA,BF3=EAEA,C02=EAEA,C4A=EAEA,C5C=EAEA,CE8=EAEA,CF6=EAEA,D16=EAEA,121=42,81558=421E
444A52C1|Bubsy Bobcat (U)|0|400000|0|0|0|0|75F8=EAEA,176=4297
832C0CB6|Bugs Bunny in Rabbit Rampage (U|0|0|0|0|0|0|6DF1=42FC,7017=42FC,70A8=42FC,726E=42FC,7429=42FC,64E9=42FC,423=42FC
F3B5CBB1|Cannon Fodder (E)|2|0|0|0|0|0|D286=EAEA,D376=EAEA,E8D01=EAEA,F953F=EAEA,B9CE4=4289,C6B15=DB,12421B=42B6
B95FE0A0|Cannondale Cup (U)|4|0|0|0|0|0|3857C=EAEA
456AB5C8|Captain America & the Avengers |0|0|0|0|0|0|3478=EAEA,354D=EAEA,3C7C=42
A3B745BC|Casper (U)|0|0|0|0|0|0|578CC=EAEA,578F1=EAEA,572A8=42FC
7C4887E1|Castlevania - Dracula X|10000018|0|1D48|1DB6|1E|0|CE=4284,2B12=EAEA,29B2=EAEA
4EE9EE99|Castlevania - Vampire's Kiss (E|2|0|0|0|0|0|2681=EAEA,26A0=EAEA,26D9=EAEA,2750=EAEA,27E8=EAEA,27EF=EAEA,2809=EAEA,2853=EAEA,28B1=EAEA,28DA=EAEA,2920=EAEA,2995=EAEA,29A4=EAEA,29B2=EAEA,29CA=EAEA,29E4=EAEA,29F3=EAEA,2A05=EAEA,2A15=EAEA,2A25=EAEA,2A32=EAEA,2A9A=EAEA,2AEF=EAEA,2B06=EAEA,2B12=EAEA,71151=EAEA,CE=4284,12B=DB,28E=42BA,336=42BA,B09=42D9,B46=42BA,71BCD=421D,1CE665=4212,1D705E=DB62
B76714F8|Castlevania IV|4000010|0|54E|0|1E|A|187=4286
2905C3DD|Championship Pool (E)|2|0|0|0|0|0|410A=EAEA,412F=EAEA,40A0=EAEA,40EB=EAEA,40C5=EAEA
98EF8414|Championship Pool (U)|0|0|0|0|0|0|410A=EAEA,412F=EAEA,40A0=EAEA,40EB=EAEA,40C5=EAEA
6B953095|Championship Soccer '94 (U)|10000004|40C00|0|0|0|0|3DC2=EAEA,3EA4=EAEA,4AB=42D9,58DCB=42
76E01CCB|Chaos Seed - Fuusui Kairoki (J)|5|0|0|0|0|0
BC671E15|Chessmaster, The (U)|0|0|0|0|0|0|2A50=EAEA
557FE962|Chester Cheetah - Wild Wild Que|0|0|0|0|0|0|73C=EAEA,743=EAEA,74A=EAEA,77C=EAEA,783=EAEA,78A=EAEA
2D206BF7|Chrono Trigger (U)|5|0|0|0|5|0|703E5=80,7042A=80,70478=80,704F8=80,705D9=80,3AC5=A90200,704EE=EAEAEA
AE93B9CA|CHRONO~1|5|0|0|0|5|0|703E5=80,7042A=80,70478=80,704EE=EAEAEA,704FA=EAEAEA,705D9=80,31A12=80,31343=EAEA,30720=EAEAEA,307B8=EAEAEA,307C7=EAEA,28D7E=EAEAEA
E237EC45|Chuck Rock (U)|0|0|0|0|0|0|E00B9=EAEA,E0083=EAEA,E00D0=EAEA,E00F3=EAEA,E0111=EAEA
12F8A26C|Cliffhanger (U)|0|0|0|0|0|0|1193E=EAEA,40F=42DB
8A24FBA8|Congo's Caper (U)|0|0|0|0|0|0|53F=42FC
84DA7CFE|Contra III - The Alien Wars|10|0|22A|0|14|5|16A=428A
44E60E58|Cool Spot (U) [!]|0|840000|0|0|0|0|9EE=42FB,7313=DB68,F3038=42F0
4DFA05B3|Cybernator (U)|0|0|0|0|0|0|5F3=42FB
5F02A044|Daffy Duck - The Marvin Mission|0|0|0|0|0|0|20E=42FB
C5341764|Darius Twin (U)|0|0|7E13D8|0|1E|5|77=428E
7B9793B1|Dark Half (J)|5|0|0|0|0|0|75C=EAEA,12FF3C=EAEA,13F845=EAEA,1AFABB=EAEA,2A0508=EAEA,2A058D=EAEA,1BF=42B9,164604=428C,198B77=423B,2B5E4B=421C,2B66EC=DB
